I_SAMPLE_ID,TRIP_CODE,SCIENTIFICNAME,SPCODE,TAXON_COUNT,COMMENTS
93,Ch193,Clupeidae - undifferentiated,37085922,1,
93,Ch193,Myctophidae - undifferentiated,37122000,2,
93,Ch193,Order Anguilliformes - undifferentiated,37990025,1,
93,Ch193,Superclass Pisces - undifferentiated,37000000,5,Unidentified as too damaged or unknown
93,Ch193,Trachurus declivis,37337002,1,
94,Ch193,Lepidotrigla spp.,37288901,2,
94,Ch193,Lophonectes gallus,37460001,1,
94,Ch193,Myctophidae - undifferentiated,37122000,1,
94,Ch193,Order Anguilliformes - undifferentiated,37990025,1,
94,Ch193,Trachurus declivis,37337002,11,
95,Ch193,Paralepididae - undifferentiated,37126000,1,
95,Ch193,Scorpaenidae - undifferentiated,37287900,1,
95,Ch193,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
95,Ch193,Trachurus declivis,37337002,1,
96,Ch193,Lepidotrigla spp.,37288901,1,
96,Ch193,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
97,Ch197,Moridae - undifferentiated,37224903,1,
98,Ch197,Moridae - undifferentiated,37224903,1,
98,Ch197,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
100,Ch197,Syngnathidae - undifferentiated,37282000,1,
101,Ch197,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
102,Ch197,Tetragonurus spp.,37449901,2,
103,Ch197,Moridae - undifferentiated,37224903,1,
105,Ch197,Lepidotrigla papilio,37288002,1,
106,Ch197,Cheilodactylus spp.,37377902,1,
106,Ch197,Lophonectes gallus,37460001,1,
106,Ch197,Monacanthidae - undifferentiated,37465903,1,
106,Ch197,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
107,Ch197,Lepidotrigla spp.,37288901,1,
107,Ch197,Moridae - undifferentiated,37224903,1,
110,Ch198,Myctophidae - undifferentiated,37122000,1,
111,Ch198,Syngnathidae - undifferentiated,37282000,1,
113,Ch198,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
114,Ch198,Myctophidae - undifferentiated,37122000,1,
115,Ch198,Myctophidae - undifferentiated,37122000,1,
118,Ch198,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
121,Ch215,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
122,Ch215,Bathylagidae - undifferentiated,37098000,1,
122,Ch215,Scorpaenidae - undifferentiated,37287900,1,
125,Ch217,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
130,Ch217,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
134,Ch217,Myctophidae - undifferentiated,37122000,1,
136,Ch217,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
137,Ch217,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
144,Ch218,Lepidotrigla spp.,37288901,1,
144,Ch218,Monacanthidae - undifferentiated,37465903,1,
144,Ch218,Platycephalidae - undifferentiated,37296900,2,
144,Ch218,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
144,Ch218,Trachurus declivis,37337002,1,
145,Ch218,Myctophidae - undifferentiated,37122000,1,
145,Ch218,Scorpaenidae - undifferentiated,37287900,1,
145,Ch218,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
145,Ch218,Tetragonurus spp.,37449901,1,
146,Ch218,Myctophidae - undifferentiated,37122000,1,
147,Ch218,Monacanthidae - undifferentiated,37465903,1,
147,Ch218,Myctophidae - undifferentiated,37122000,1,
147,Ch218,Scorpaenidae - undifferentiated,37287900,2,
147,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
147,Ch218,Trachurus declivis,37337002,30,
148,Ch218,Myctophidae - undifferentiated,37122000,1,
148,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
149,Ch218,Monacanthidae - undifferentiated,37465903,1,
149,Ch218,Scorpaenidae - undifferentiated,37287900,1,
149,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
150,Ch218,Lepidotrigla spp.,37288901,5,
150,Ch218,Monacanthidae - undifferentiated,37465903,1,
150,Ch218,Moridae - undifferentiated,37224903,1,
150,Ch218,Scorpaenidae - undifferentiated,37287900,1,
150,Ch218,Superclass Pisces - undifferentiated,37000000,30,Unidentified as too damaged or unknown
150,Ch218,Thyrsites atun,37439001,1,
150,Ch218,Trachurus declivis,37337002,30,
150,Ch218,Zeidae - undifferentiated,37264906,2,
151,Ch218,Clupeidae - undifferentiated,37085922,4,
151,Ch218,Myctophidae - undifferentiated,37122000,1,
151,Ch218,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
152,Ch218,Platycephalidae - undifferentiated,37296900,1,
152,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
152,Ch218,Tetragonurus spp.,37449901,1,
153,Ch218,Monacanthidae - undifferentiated,37465903,1,
153,Ch218,Trachurus declivis,37337002,15,
155,Ch218,Clinidae - undifferentiated,37416000,2,
155,Ch218,Clupeidae - undifferentiated,37085922,2,
155,Ch218,Monacanthidae - undifferentiated,37465903,1,
155,Ch218,Myctophidae - undifferentiated,37122000,15,
155,Ch218,Platycephalidae - undifferentiated,37296900,2,
155,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
156,Ch218,Monacanthidae - undifferentiated,37465903,1,
156,Ch218,Order Anguilliformes - undifferentiated,37990025,1,
157,Ch218,Clupeidae - undifferentiated,37085922,1,
157,Ch218,Monacanthidae - undifferentiated,37465903,1,
157,Ch218,Myctophidae - undifferentiated,37122000,4,
157,Ch218,Superclass Pisces - undifferentiated,37000000,6,Unidentified as too damaged or unknown
157,Ch218,Tetragonurus spp.,37449901,1,
158,Ch218,Myctophidae - undifferentiated,37122000,2,
159,Ch218,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
159,Ch218,Tetragonurus spp.,37449901,1,
160,Ch218,Monacanthidae - undifferentiated,37465903,1,
160,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
161,Ch218,Callionymidae - undifferentiated,37427917,1,
161,Ch218,Myctophidae - undifferentiated,37122000,1,
162,Ch218,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
163,Ch218,Monacanthidae - undifferentiated,37465903,1,
163,Ch218,Order Anguilliformes - undifferentiated,37990025,1,
164,Ch218,Monacanthidae - undifferentiated,37465903,1,
164,Ch218,Myctophidae - undifferentiated,37122000,1,
165,Ch218,Callionymidae - undifferentiated,37427917,1,
165,Ch218,Gobiidae - undifferentiated,37428000,2,
165,Ch218,Lepidotrigla spp.,37288901,2,
165,Ch218,Monacanthidae - undifferentiated,37465903,1,
165,Ch218,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
165,Ch218,Zeidae - undifferentiated,37264906,1,
166,Ch218,Lepidotrigla spp.,37288901,4,
166,Ch218,Monacanthidae - undifferentiated,37465903,1,
166,Ch218,Trachurus declivis,37337002,70,
166,Ch218,Zeidae - undifferentiated,37264906,1,
167,Ch218,Monacanthidae - undifferentiated,37465903,1,
167,Ch218,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
167,Ch218,Zeidae - undifferentiated,37264906,1,
168,Ch219,Mugilidae - undifferentiated,37381000,1,
168,Ch219,Order Anguilliformes - undifferentiated,37990025,1,
168,Ch219,Platycephalidae - undifferentiated,37296900,2,
168,Ch219,Scorpaenidae - undifferentiated,37287900,1,
168,Ch219,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
168,Ch219,Trachurus declivis,37337002,1,
169,Ch219,Bathylagidae - undifferentiated,37098000,1,
169,Ch219,Callionymidae - undifferentiated,37427917,2,
169,Ch219,Lepidotrigla spp.,37288901,1,
169,Ch219,Monacanthidae - undifferentiated,37465903,3,
169,Ch219,Scorpaenidae - undifferentiated,37287900,1,
169,Ch219,Superclass Pisces - undifferentiated,37000000,5,Unidentified as too damaged or unknown
170,Ch219,Callionymidae - undifferentiated,37427917,5,
170,Ch219,Moridae - undifferentiated,37224903,1,
170,Ch219,Myctophidae - undifferentiated,37122000,2,
170,Ch219,Order Anguilliformes - undifferentiated,37990025,1,
170,Ch219,Scorpaenidae - undifferentiated,37287900,1,
171,Ch219,Order Anguilliformes - undifferentiated,37990025,1,
171,Ch219,Scorpaenidae - undifferentiated,37287900,5,
172,Ch219,Monacanthidae - undifferentiated,37465903,1,
172,Ch219,Nomeidae - undifferentiated,37446000,1,
174,Ch219,Lepidotrigla spp.,37288901,3,
174,Ch219,Monacanthidae - undifferentiated,37465903,1,
174,Ch219,Myctophidae - undifferentiated,37122000,1,
174,Ch219,Order Anguilliformes - undifferentiated,37990025,1,
174,Ch219,Superclass Pisces - undifferentiated,37000000,8,Unidentified as too damaged or unknown
174,Ch219,Trachurus declivis,37337002,1,
175,Ch219,Callionymidae - undifferentiated,37427917,3,
175,Ch219,Lepidotrigla spp.,37288901,1,
175,Ch219,Monacanthidae - undifferentiated,37465903,1,
175,Ch219,Superclass Pisces - undifferentiated,37000000,4,Unidentified as too damaged or unknown
176,Ch219,Myctophidae - undifferentiated,37122000,1,
177,Ch219,Callionymidae - undifferentiated,37427917,1,
177,Ch219,Lepidotrigla spp.,37288901,2,
177,Ch219,Monacanthidae - undifferentiated,37465903,1,
178,Ch219,Callionymidae - undifferentiated,37427917,1,
178,Ch219,Lepidotrigla spp.,37288901,2,
178,Ch219,Monacanthidae - undifferentiated,37465903,2,
178,Ch219,Mugilidae - undifferentiated,37381000,2,
178,Ch219,Platycephalidae - undifferentiated,37296900,3,
178,Ch219,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
178,Ch219,Thyrsites atun,37439001,2,
178,Ch219,Trachurus declivis,37337002,2,
178,Ch219,Zeidae - undifferentiated,37264906,1,
179,Ch219,Monacanthidae - undifferentiated,37465903,15,
179,Ch219,Superclass Pisces - undifferentiated,37000000,7,Unidentified as too damaged or unknown
180,Ch219,Lepidotrigla spp.,37288901,1,
180,Ch219,Order Anguilliformes - undifferentiated,37990025,1,
180,Ch219,Superclass Pisces - undifferentiated,37000000,5,Unidentified as too damaged or unknown
181,Ch219,Callionymidae - undifferentiated,37427917,1,
181,Ch219,Myctophidae - undifferentiated,37122000,1,
181,Ch219,Scorpaenidae - undifferentiated,37287900,1,
181,Ch219,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
182,Ch219,Myctophidae - undifferentiated,37122000,2,
183,Ch219,Callionymidae - undifferentiated,37427917,1,
183,Ch219,Monacanthidae - undifferentiated,37465903,1,
183,Ch219,Moridae - undifferentiated,37224903,1,
183,Ch219,Myctophidae - undifferentiated,37122000,1,
183,Ch219,Scorpaenidae - undifferentiated,37287900,1,
183,Ch219,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
183,Ch219,Trachurus declivis,37337002,2,
184,Ch219,Cheilodactylus spp.,37377902,1,
184,Ch219,Trachurus declivis,37337002,2,
185,Ch219,Callionymidae - undifferentiated,37427917,1,
185,Ch219,Gobiidae - undifferentiated,37428000,1,
185,Ch219,Lepidotrigla spp.,37288901,2,
185,Ch219,Monacanthidae - undifferentiated,37465903,1,
185,Ch219,Myctophidae - undifferentiated,37122000,2,
185,Ch219,Platycephalidae - undifferentiated,37296900,5,
186,Ch219,Callionymidae - undifferentiated,37427917,2,
186,Ch219,Gobiidae - undifferentiated,37428000,2,
186,Ch219,Moridae - undifferentiated,37224903,1,
186,Ch219,Myctophidae - undifferentiated,37122000,2,
186,Ch219,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
186,Ch219,Trachurus declivis,37337002,1,
186,Ch219,Zeidae - undifferentiated,37264906,1,
187,Ch219,Trachurus declivis,37337002,2,
188,Ch219,Scorpaenidae - undifferentiated,37287900,2,
188,Ch219,Trachurus declivis,37337002,1,
189,Ch219,Callionymidae - undifferentiated,37427917,1,
189,Ch219,Lepidotrigla spp.,37288901,3,
190,Ch219,Callionymidae - undifferentiated,37427917,1,
190,Ch219,Lepidotrigla spp.,37288901,1,
190,Ch219,Monacanthidae - undifferentiated,37465903,1,
190,Ch219,Myctophidae - undifferentiated,37122000,2,
190,Ch219,Scorpaenidae - undifferentiated,37287900,1,
190,Ch219,Trachurus declivis,37337002,15,
191,Ch219,Myctophidae - undifferentiated,37122000,1,
191,Ch219,Nomeidae - undifferentiated,37446000,1,
192,Ch219,Scorpaenidae - undifferentiated,37287900,3,
192,Ch219,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
192,Ch219,Zeidae - undifferentiated,37264906,2,
195,Ch221,Order Anguilliformes - undifferentiated,37990025,1,
196,Ch221,Myctophidae - undifferentiated,37122000,1,
200,Ch221,Lepidotrigla spp.,37288901,1,
200,Ch221,Trachurus declivis,37337002,1,
202,Ch222,Lophonectes gallus,37460001,1,
203,Ch222,Syngnathidae - undifferentiated,37282000,1,
206,Ch222,Monacanthidae - undifferentiated,37465903,1,
208,Ch222,Myctophidae - undifferentiated,37122000,1,
209,Ch222,Monacanthidae - undifferentiated,37465903,2,
209,Ch222,Syngnathidae - undifferentiated,37282000,1,
210,Ch222,Monacanthidae - undifferentiated,37465903,2,
210,Ch222,Myctophidae - undifferentiated,37122000,1,
210,Ch222,Pempheris spp.,37357903,1,
210,Ch222,Platycephalidae - undifferentiated,37296900,1,
210,Ch222,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
211,Ch222,Myctophidae - undifferentiated,37122000,1,
212,Ch222,Lepidotrigla spp.,37288901,1,
212,Ch222,Myctophidae - undifferentiated,37122000,2,
213,Ch222,Clupeidae - undifferentiated,37085922,1,
213,Ch222,Lepidotrigla spp.,37288901,1,
214,Ch222,Clupeidae - undifferentiated,37085922,2,
215,Ch222,Trachurus declivis,37337002,1,
216,Ch222,Lepidotrigla spp.,37288901,2,
217,Ch222,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
218,Ch222,Lophonectes gallus,37460001,1,
218,Ch222,Monacanthidae - undifferentiated,37465903,1,
218,Ch222,Scorpaenidae - undifferentiated,37287900,2,
218,Ch222,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
219,Ch222,Lepidotrigla spp.,37288901,1,
219,Ch222,Platycephalidae - undifferentiated,37296900,2,
220,Ch224,Monacanthidae - undifferentiated,37465903,1,
222,Ch224,Lophonectes gallus,37460001,1,
225,Ch224,Monacanthidae - undifferentiated,37465903,3,
227,Ch224,Monacanthidae - undifferentiated,37465903,1,
228,Ch224,Order Anguilliformes - undifferentiated,37990025,1,
228,Ch224,Syngnathidae - undifferentiated,37282000,1,
229,Ch224,Cheilodactylus spp.,37377902,1,
229,Ch224,Lepidotrigla spp.,37288901,1,
231,Ch224,Callionymidae - undifferentiated,37427917,1,
231,Ch224,Cheilodactylus spp.,37377902,1,
231,Ch224,Lepidotrigla spp.,37288901,1,
231,Ch224,Platycephalidae - undifferentiated,37296900,1,
231,Ch224,Superclass Pisces - undifferentiated,37000000,6,Unidentified as too damaged or unknown
234,Ch224,Myctophidae - undifferentiated,37122000,1,
234,Ch224,Platycephalidae - undifferentiated,37296900,2,
235,Ch224,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
236,Ch224,Lepidotrigla spp.,37288901,2,
236,Ch224,Platycephalidae - undifferentiated,37296900,1,
236,Ch224,Syngnathidae - undifferentiated,37282000,1,
237,Ch224,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
238,Ch224,Lepidotrigla spp.,37288901,1,
238,Ch224,Scorpaenidae - undifferentiated,37287900,1,
239,Ch224,Myctophidae - undifferentiated,37122000,1,
239,Ch224,Platycephalidae - undifferentiated,37296900,11,
241,Ch224,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
242,Ch224,Lophonectes gallus,37460001,2,
242,Ch224,Monacanthidae - undifferentiated,37465903,1,
242,Ch224,Syngnathidae - undifferentiated,37282000,1,
243,Ch224,Monacanthidae - undifferentiated,37465903,3,
244,Ch225,Monacanthidae - undifferentiated,37465903,1,
246,Ch225,Clinidae - undifferentiated,37416000,1,
246,Ch225,Syngnathidae - undifferentiated,37282000,1,
247,Ch225,Lophonectes gallus,37460001,2,
249,Ch225,Monacanthidae - undifferentiated,37465903,2,
249,Ch225,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
250,Ch225,Monacanthidae - undifferentiated,37465903,2,
253,Ch225,Clupeidae - undifferentiated,37085922,6,
253,Ch225,Monacanthidae - undifferentiated,37465903,1,
253,Ch225,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
255,Ch225,Clupeidae - undifferentiated,37085922,1,
255,Ch225,Superclass Pisces - undifferentiated,37000000,9,Unidentified as too damaged or unknown
255,Ch225,Syngnathidae - undifferentiated,37282000,2,
270,Ch248,Callionymidae - undifferentiated,37427917,1,
270,Ch248,Lepidotrigla spp.,37288901,3,
270,Ch248,Superclass Pisces - undifferentiated,37000000,6,Unidentified as too damaged or unknown
270,Ch248,Syngnathidae - undifferentiated,37282000,1,
270,Ch248,Thyrsites atun,37439001,1,
270,Ch248,Trachurus declivis,37337002,9,
270,Ch248,Zeidae - undifferentiated,37264906,2,
271,Ch248,Callionymidae - undifferentiated,37427917,2,
271,Ch248,Carapidae - undifferentiated,37229000,1,
271,Ch248,Myctophidae - undifferentiated,37122000,1,
271,Ch248,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
271,Ch248,Tetragonurus spp.,37449901,1,
271,Ch248,Trachurus declivis,37337002,2,
271,Ch248,Zeidae - undifferentiated,37264906,1,
272,Ch248,Cheilodactylus spp.,37377902,1,
272,Ch248,Myctophidae - undifferentiated,37122000,3,
272,Ch248,Superclass Pisces - undifferentiated,37000000,1,Unidentified as too damaged or unknown
272,Ch248,Trachurus declivis,37337002,15,
273,Ch248,Callionymidae - undifferentiated,37427917,1,
273,Ch248,Lophonectes gallus,37460001,3,
273,Ch248,Monacanthidae - undifferentiated,37465903,2,
273,Ch248,Scorpaenidae - undifferentiated,37287900,4,
273,Ch248,Superclass Pisces - undifferentiated,37000000,15,Unidentified as too damaged or unknown
273,Ch248,Thyrsites atun,37439001,1,
273,Ch248,Trachurus declivis,37337002,70,
274,Ch248,Monacanthidae - undifferentiated,37465903,3,
274,Ch248,Scorpaenidae - undifferentiated,37287900,15,
274,Ch248,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
274,Ch248,Syngnathidae - undifferentiated,37282000,1,
274,Ch248,Zeidae - undifferentiated,37264906,2,
275,Ch248,Lophonectes gallus,37460001,1,
275,Ch248,Scorpaenidae - undifferentiated,37287900,3,
275,Ch248,Superclass Pisces - undifferentiated,37000000,5,Unidentified as too damaged or unknown
275,Ch248,Tripterygiidae - undifferentiated,37415000,3,
275,Ch248,Zeidae - undifferentiated,37264906,3,
276,Ch248,Lepidotrigla spp.,37288901,4,
276,Ch248,Mugilidae - undifferentiated,37381000,1,
276,Ch248,Platycephalidae - undifferentiated,37296900,5,
276,Ch248,Scorpaenidae - undifferentiated,37287900,1,
276,Ch248,Superclass Pisces - undifferentiated,37000000,9,Unidentified as too damaged or unknown
276,Ch248,Tetragonurus spp.,37449901,1,
276,Ch248,Thyrsites atun,37439001,1,
276,Ch248,Trachurus declivis,37337002,40,
276,Ch248,Zeidae - undifferentiated,37264906,8,
277,Ch248,Clupeidae - undifferentiated,37085922,2,
277,Ch248,Monacanthidae - undifferentiated,37465903,1,
277,Ch248,Scorpaenidae - undifferentiated,37287900,3,
277,Ch248,Superclass Pisces - undifferentiated,37000000,2,Unidentified as too damaged or unknown
278,Ch248,Lepidotrigla spp.,37288901,2,
278,Ch248,Lophonectes gallus,37460001,1,
278,Ch248,Superclass Pisces - undifferentiated,37000000,3,Unidentified as too damaged or unknown
